a,ʔ aː 1
sở,ʂ əː 3
sỡ,ʂ əː 4
sợ,ʂ əː 6
sụ,ʂ u 6
sủ,ʂ u 3
sứ,ʂ ɨ 5
sừ,ʂ ɨ 2
sử,ʂ ɨ 3
sự,ʂ ɨ 6
sưa,ʂ ɨə 1
sỉa,ʂ iə 3
sịa,ʂ iə 6
sụa,ʂ uə 6
sủa,ʂ uə 3
sứa,ʂ ɨə 5
sửa,ʂ ɨə 3
sữa,ʂ ɨə 4
sạc,ʂ aː k 6
sắc,ʂ a k 5
sặc,ʂ a k 6
sẹc,ʂ ɛ k 6
sọc,ʂ ɔ k 6
sốc,ʂ o k 5
sộc,ʂ o k 6
sục,ʂ u k 6
sức,ʂ ɨ k 5
sực,ʂ ɨ k 6
sệch,ʂ e k 6
sịch,ʂ i k 6
sơi,ʂ əː j 1
sại,ʂ aː j 6
sải,ʂ aː j 3
sỏi,ʂ ɔ j 3
sồi,ʂ o j 2
sổi,ʂ o j 3
sội,ʂ o j 6
sới,ʂ əː j 5
sởi,ʂ əː j 3
sợi,ʂ əː j 6
sủi,ʂ u j 3
săm,ʂ a m 1
sơm,ʂ əː m 1
sạm,ʂ aː m 6
sảm,ʂ aː m 3
sấm,ʂ ə m 5
sầm,ʂ ə m 2
sẩm,ʂ ə m 3
sẫm,ʂ ə m 4
sậm,ʂ ə m 6
sắm,ʂ a m 5
sặm,ʂ a m 6
sẹm,ʂ ɛ m 6
sọm,ʂ ɔ m 6
sổm,ʂ o m 3
sớm,ʂ əː m 5
sờm,ʂ əː m 2
sụm,ʂ u m 6
săn,ʂ a n 1
sơn,ʂ əː n 1
sạn,ʂ aː n 6
sản,ʂ aː n 3
sấn,ʂ ə n 5
sần,ʂ ə n 2
sẩn,ʂ ə n 3
sắn,ʂ a n 5
sằn,ʂ a n 2
sẳn,ʂ a n 3
sẵn,ʂ a n 4
sẻn,ʂ ɛ n 3
sến,ʂ e n 5
sền,ʂ e n 2
sển,ʂ e n 3
sện,ʂ e n 6
sỉn,ʂ i n 3
sồn,ʂ o n 2
sớn,ʂ əː n 5
sờn,ʂ əː n 2
sởn,ʂ əː n 3
sụn,ʂ u n 6
sừn,ʂ ɨ n 2
săng,ʂ a ŋ 1
sũng,ʂ u ŋ 4
sưng,ʂ ɨ ŋ 1
sảng,ʂ aː ŋ 3
sắng,ʂ a ŋ 5
sằng,ʂ a ŋ 2
sẵng,ʂ a ŋ 4
sẻng,ʂ ɛ ŋ 3
sống,ʂ o ŋ 5
sồng,ʂ o ŋ 2
sổng,ʂ o ŋ 3
sộng,ʂ o ŋ 6
sụng,ʂ u ŋ 6
sủng,ʂ u ŋ 3
sừng,ʂ ɨ ŋ 2
sửng,ʂ ɨ ŋ 3
sững,ʂ ɨ ŋ 4
sựng,ʂ ɨ ŋ 6
sạnh,ʂ ɛ ŋ 6
sếnh,ʂ e ŋ 5
sềnh,ʂ e ŋ 2
sểnh,ʂ e ŋ 3
sỉnh,ʂ i ŋ 3
sạo,ʂ aː w 6
sảo,ʂ aː w 3
sẹo,ʂ ɛ w 6
sạp,ʂ aː p 6
sấp,ʂ ə p 5
sập,ʂ ə p 6
sắp,ʂ a p 5
sẹp,ʂ ɛ p 6
sếp,ʂ e p 5
sệp,ʂ e p 6
sịp,ʂ i p 6
sốp,ʂ o p 5
sộp,ʂ o p 6
sụp,ʂ u p 6
sạt,ʂ aː t 6
sất,ʂ ə t 5
sật,ʂ ə t 6
sắt,ʂ a t 5
sặt,ʂ a t 6
sẹt,ʂ ɛ t 6
sết,ʂ e t 5
sệt,ʂ e t 6
sịt,ʂ i t 6
sọt,ʂ ɔ t 6
sốt,ʂ o t 5
sột,ʂ o t 6
sớt,ʂ əː t 5
sụt,ʂ u t 6
sứt,ʂ ɨ t 5
sựt,ʂ ɨ t 6
sưu,ʂ ɨ w 1
sấu,ʂ ə w 5
sầu,ʂ ə w 2
sậu,ʂ ə w 6
sếu,ʂ e w 5
sều,ʂ e w 2
sửu,ʂ ɨ w 3
sảy,ʂ a j 3
sấy,ʂ ə j 5
sầy,ʂ ə j 2
sẩy,ʂ ə j 3
sậy,ʂ ə j 6
sươi,ʂ ɨə j 1
sưởi,ʂ ɨə j 3
sườn,ʂ ɨə n 2
sương,ʂ ɨə ŋ 1
sướng,ʂ ɨə ŋ 5
sường,ʂ ɨə ŋ 2
sượng,ʂ ɨə ŋ 6
sướt,ʂ ɨə t 5
sượt,ʂ ɨə t 6
ta,t aː 1
tai,t aː j 1
tam,t aː m 1
tan,t aː n 1
tang,t aː ŋ 1
tanh,t ɛ ŋ 1
tao,t aː w 1
tau,t a w 1
tay,t a j 1
te,t ɛ 1
tem,t ɛ m 1
ten,t ɛ n 1
teo,t ɛ w 1
tha,tʰ aː 1
thai,tʰ aː j 1
tham,tʰ aː m 1
than,tʰ aː n 1
thang,tʰ aː ŋ 1
thanh,tʰ ɛ ŋ 1
thao,tʰ aː w 1
thau,tʰ a w 1
thay,tʰ a j 1
the,tʰ ɛ 1
them,tʰ ɛ m 1
then,tʰ ɛ n 1
theo,tʰ ɛ w 1
thi,tʰ i 1
thia,tʰ iə 1
thim,tʰ i m 1
thin,tʰ i n 1
thinh,tʰ i ŋ 1
thiu,tʰ i w 1
thiêm,tʰ iə m 1
thiên,tʰ iə n 1
thiêng,tʰ iə ŋ 1
thiêu,tʰ iə w 1
thiếc,tʰ iə k 5
thiềm,tʰ iə m 2
thiểm,tʰ iə m 3
thiến,tʰ iə n 5
thiền,tʰ iə n 2
thiển,tʰ iə n 3
thiện,tʰ iə n 6
thiềng,tʰ iə ŋ 2
thiếp,tʰ iə p 5
thiệp,tʰ iə p 6
thiết,tʰ iə t 5
thiệt,tʰ iə t 6
thiếu,tʰ iə w 5
thiều,tʰ iə w 2
thiểu,tʰ iə w 3
thiệu,tʰ iə w 6
tho,tʰ ɔ 1
thoa,tʰ w aː 1
thoai,tʰ w aː j 1
thoan,tʰ w aː n 1
thoang,tʰ w aː ŋ 1
thoi,tʰ ɔ j 1
thom,tʰ ɔ m 1
thon,tʰ ɔ n 1
thong,tʰ ɔ ŋ 1
thoà,tʰ w aː 2
thoàn,tʰ w aː n 2
thoá,tʰ w aː 5
thoái,tʰ w aː j 5
thoán,tʰ w aː n 5
thoáng,tʰ w aː ŋ 5
thoát,tʰ w aː t 5
thoã,tʰ w aː 4
thoả,tʰ w aː 3
thoại,tʰ w aː j 6
thoải,tʰ w aː j 3
thoăn,tʰ w a n 1
thoạn,tʰ w aː n 6
thoản,tʰ w aː n 3
thoảng,tʰ w aː ŋ 3
thoắng,tʰ w a ŋ 5
thoạt,tʰ w aː t 6
thoắt,tʰ w a t 5
thu,tʰ u 1
thua,tʰ uə 1
thui,tʰ u j 1
thum,tʰ u m 1
thun,tʰ u n 1
thung,tʰ u ŋ 1
thuy,tʰ w i 1
thuyên,tʰ w iə n 1
thuyến,tʰ w iə n 5
thuyền,tʰ w iə n 2
thuyển,tʰ w iə n 3
thuyện,tʰ w iə n 6
thuyết,tʰ w iə t 5
thuân,tʰ w ə n 1
thuê,tʰ w e 1
thuôn,tʰ uə n 1
thuông,tʰ uə ŋ 1
thuý,tʰ w i 5
thuế,tʰ w e 5
thuể,tʰ w e 3
thuở,tʰ uə 3
thuỳ,tʰ w i 2
thuỵ,tʰ w i 6
thuỷ,tʰ w i 3
thuốc,tʰ uə k 5
thuộc,tʰ uə k 6
thuồi,tʰ uə j 2
thuội,tʰ uə j 6
thuộm,tʰ uə m 6
thuấn,tʰ w ə n 5
thuần,tʰ w ə n 2
thuẩn,tʰ w ə n 3
thuẫn,tʰ w ə n 4
thuận,tʰ w ə n 6
thuốn,tʰ uə n 5
thuồn,tʰ uə n 2
thuỗn,tʰ uə n 4
thuồng,tʰ uə ŋ 2
thuổng,tʰ uə ŋ 3
thuỳnh,tʰ w i ŋ 2
thuật,tʰ w ə t 6
thuột,tʰ uə t 6
thà,tʰ aː 2
thài,tʰ aː j 2
thàm,tʰ aː m 2
thàn,tʰ aː n 2
thàng,tʰ aː ŋ 2
thành,tʰ ɛ ŋ 2
thào,tʰ aː w 2
thày,tʰ a j 2
thá,tʰ aː 5
thác,tʰ aː k 5
thách,tʰ ɛ k 5
thái,tʰ aː j 5
thám,tʰ aː m 5
thán,tʰ aː n 5
tháng,tʰ aː ŋ 5
thánh,tʰ ɛ ŋ 5
tháo,tʰ aː w 5
tháp,tʰ aː p 5
thát,tʰ aː t 5
tháu,tʰ a w 5
tháy,tʰ a j 5
thâm,tʰ ə m 1
thân,tʰ ə n 1
thâu,tʰ ə w 1
thây,tʰ ə j 1
thãi,tʰ aː j 4
thão,tʰ aː w 4
thè,tʰ ɛ 2
thèm,tʰ ɛ m 2
thèn,tʰ ɛ n 2
thèo,tʰ ɛ w 2
thé,tʰ ɛ 5
thém,tʰ ɛ m 5
thén,tʰ ɛ n 5
théo,tʰ ɛ w 5
thép,tʰ ɛ p 5
thét,tʰ ɛ t 5
thê,tʰ e 1
thêm,tʰ e m 1
thên,tʰ e n 1
thênh,tʰ e ŋ 1
thêu,tʰ e w 1
thì,tʰ i 2
thìa,tʰ iə 2
thìm,tʰ i m 2
thìn,tʰ i n 2
thình,tʰ i ŋ 2
thìu,tʰ i w 2
thí,tʰ i 5
thía,tʰ iə 5
thích,tʰ i k 5
thím,tʰ i m 5
thín,tʰ i n 5
thính,tʰ i ŋ 5
thíp,tʰ i p 5
thít,tʰ i t 5
thò,tʰ ɔ 2
thòi,tʰ ɔ j 2
thòm,tʰ ɔ m 2
thòn,tʰ ɔ n 2
thòng,tʰ ɔ ŋ 2
thó,tʰ ɔ 5
thóc,tʰ ɔ k 5
thói,tʰ ɔ j 5
thóm,tʰ ɔ m 5
thóng,tʰ ɔ ŋ 5
thóp,tʰ ɔ p 5
thót,tʰ ɔ t 5
thô,tʰ o 1
thôi,tʰ o j 1
thôm,tʰ o m 1
thôn,tʰ o n 1
thông,tʰ o ŋ 1
thõm,tʰ ɔ m 4
thõng,tʰ ɔ ŋ 4
thù,tʰ u 2
thùa,tʰ uə 2
thùi,tʰ u j 2
thùm,tʰ u m 2
thùn,tʰ u n 2
thùng,tʰ u ŋ 2
thú,tʰ u 5
thúc,tʰ u k 5
thúi,tʰ u j 5
thúng,tʰ u ŋ 5
thút,tʰ u t 5
thĩ,tʰ i 4
thơ,tʰ əː 1
thư,tʰ ɨ 1
thạ,tʰ aː 6
thả,tʰ aː 3
thẻ,tʰ ɛ 3
thẽ,tʰ ɛ 4
thế,tʰ e 5
thề,tʰ e 2
thể,tʰ e 3
thệ,tʰ e 6
thỉ,tʰ i 3
thị,tʰ i 6
thọ,tʰ ɔ 6
thỏ,tʰ ɔ 3
thố,tʰ o 5
thồ,tʰ o 2
thổ,tʰ o 3
thớ,tʰ əː 5
thờ,tʰ əː 2
thở,tʰ əː 3
thợ,tʰ əː 6
thụ,tʰ u 6
thủ,tʰ u 3
thứ,tʰ ɨ 5
thừ,tʰ ɨ 2
thử,tʰ ɨ 3
thự,tʰ ɨ 6
thưa,tʰ ɨə 1
thừa,tʰ ɨə 2
thửa,tʰ ɨə 3
thạc,tʰ aː k 6
thắc,tʰ a k 5
thọc,tʰ ɔ k 6
thốc,tʰ o k 5
thộc,tʰ o k 6
thục,tʰ u k 6
thức,tʰ ɨ k 5
thực,tʰ ɨ k 6
thạch,tʰ ɛ k 6
thếch,tʰ e k 5
thịch,tʰ i k 6
thơi,tʰ əː j 1
thải,tʰ aː j 3
thỏi,tʰ ɔ j 3
thối,tʰ o j 5
thồi,tʰ o j 2
thổi,tʰ o j 3
thới,tʰ əː j 5
thời,tʰ əː j 2
thởi,tʰ əː j 3
thụi,tʰ u j 6
thủi,tʰ u j 3
thăm,tʰ a m 1
thơm,tʰ əː m 1
thảm,tʰ aː m 3
thấm,tʰ ə m 5
thầm,tʰ ə m 2
thẩm,tʰ ə m 3
thẫm,tʰ ə m 4
thậm,tʰ ə m 6
thắm,tʰ a m 5
thẳm,tʰ a m 3
thềm,tʰ e m 2
thỏm,tʰ ɔ m 3
thồm,tʰ o m 2
thớm,tʰ əː m 5
thờm,tʰ əː m 2
thủm,tʰ u m 3
thăn,tʰ a n 1
thơn,tʰ əː n 1
thưn,tʰ ɨ n 1
thản,tʰ aː n 3
thấn,tʰ ə n 5
thần,tʰ ə n 2
thẩn,tʰ ə n 3
thẫn,tʰ ə n 4
thận,tʰ ə n 6
thắn,tʰ a n 5
thằn,tʰ a n 2
thẳn,tʰ a n 3
thẹn,tʰ ɛ n 6
thẻn,tʰ ɛ n 3
thện,tʰ e n 6
thọn,tʰ ɔ n 6
thỏn,tʰ ɔ n 3
thốn,tʰ o n 5
thồn,tʰ o n 2
thổn,tʰ o n 3
thỗn,tʰ o n 4
thộn,tʰ o n 6
thờn,tʰ əː n 2
thăng,tʰ a ŋ 1
thũng,tʰ u ŋ 4
thưng,tʰ ɨ ŋ 1
thảng,tʰ aː ŋ 3
thắng,tʰ a ŋ 5
thằng,tʰ a ŋ 2
thẳng,tʰ a ŋ 3
thặng,tʰ a ŋ 6
thống,tʰ o ŋ 5
thồng,tʰ o ŋ 2
thụng,tʰ u ŋ 6
thủng,tʰ u ŋ 3
thừng,tʰ ɨ ŋ 2
thửng,tʰ ɨ ŋ 3
thững,tʰ ɨ ŋ 4
thạnh,tʰ ɛ ŋ 6
thảnh,tʰ ɛ ŋ 3
thếnh,tʰ e ŋ 5
thềnh,tʰ e ŋ 2
thỉnh,tʰ i ŋ 3
thịnh,tʰ i ŋ 6
thạo,tʰ aː w 6
thảo,tʰ aː w 3
thẹo,tʰ ɛ w 6
thẻo,tʰ ɛ w 3
thạp,tʰ aː p 6
thấp,tʰ ə p 5
thập,tʰ ə p 6
thắp,tʰ a p 5
thẹp,tʰ ɛ p 6
thếp,tʰ e p 5
thộp,tʰ o p 6
thụp,tʰ u p 6
thạt,tʰ aː t 6
thất,tʰ ə t 5
thật,tʰ ə t 6
thắt,tʰ a t 5
thặt,tʰ a t 6
thết,tʰ e t 5
thịt,tʰ i t 6
thọt,tʰ ɔ t 6
thốt,tʰ o t 5
thột,tʰ o t 6
thớt,tʰ əː t 5
thợt,tʰ əː t 6
thụt,tʰ u t 6
thấu,tʰ ə w 5
thầu,tʰ ə w 2
thẩu,tʰ ə w 3
thều,tʰ e w 2
thểu,tʰ e w 3
thỉu,tʰ i w 3
thịu,tʰ i w 6
thứu,tʰ ɨ w 5
thựu,tʰ ɨ w 6
thảy,tʰ a j 3
thấy,tʰ ə j 5
thầy,tʰ ə j 2
thẩy,tʰ ə j 3
thước,tʰ ɨə k 5
thược,tʰ ɨə k 6
thười,tʰ ɨə j 2
thưỡi,tʰ ɨə j 4
thươn,tʰ ɨə n 1
thườn,tʰ ɨə n 2
thưỡn,tʰ ɨə n 4
thương,tʰ ɨə ŋ 1
thướng,tʰ ɨə ŋ 5
thường,tʰ ɨə ŋ 2
thưởng,tʰ ɨə ŋ 3
thượng,tʰ ɨə ŋ 6
thướt,tʰ ɨə t 5
thượt,tʰ ɨə t 6
ti,t i 1
tia,t iə 1
tim,t i m 1
tin,t i n 1
ting,t i ŋ 1
tiu,t i w 1
tiêm,t iə m 1
tiên,t iə n 1
tiêng,t iə ŋ 1
tiêu,t iə w 1
tiếc,t iə k 5
tiệc,t iə k 6
tiếm,t iə m 5
tiềm,t iə m 2
tiểm,t iə m 3
tiệm,t iə m 6
tiến,t iə n 5
tiền,t iə n 2
tiển,t iə n 3
tiễn,t iə n 4
tiện,t iə n 6
tiếng,t iə ŋ 5
tiềng,t iə ŋ 2
tiểng,t iə ŋ 3
tiễng,t iə ŋ 4
tiếp,t iə p 5
tiệp,t iə p 6
tiết,t iə t 5
tiệt,t iə t 6
tiếu,t iə w 5
tiều,t iə w 2
tiểu,t iə w 3
tiễu,t iə w 4
tiệu,t iə w 6
to,t ɔ 1
toa,t w aː 1
toan,t w aː n 1
toang,t w aː ŋ 1
toanh,t w ɛ ŋ 1
toe,t w ɛ 1
toen,t w ɛ n 1
toi,t ɔ j 1
tom,t ɔ m 1
ton,t ɔ n 1
tong,t ɔ ŋ 1
toà,t w aː 2
toài,t w aː j 2
toàn,t w aː n 2
toàng,t w aː ŋ 2
toá,t w aː 5
toác,t w aː k 5
toái,t w aː j 5
toán,t w aː n 5
toáng,t w aː ŋ 5
toát,t w aː t 5
toáy,t w a j 5
toè,t w ɛ 2
toèn,t w ɛ n 2
toé,t w ɛ 5
toét,t w ɛ t 5
toạ,t w aː 6
toả,t w aː 3
toẻ,t w ɛ 3
toẽ,t w ɛ 4
toạc,t w aː k 6
toại,t w aː j 6
toạn,t w aː n 6
toản,t w aː n 3
toạng,t w aː ŋ 6
toẹt,t w ɛ t 6
tra,ʈ aː 1
trai,ʈ aː j 1
tram,ʈ aː m 1
tran,ʈ aː n 1
trang,ʈ aː ŋ 1
tranh,ʈ ɛ ŋ 1
trao,ʈ aː w 1
trau,ʈ a w 1
tray,ʈ a j 1
tre,ʈ ɛ 1
tren,ʈ ɛ n 1
treo,ʈ ɛ w 1
tri,ʈ i 1
tria,ʈ iə 1
trinh,ʈ i ŋ 1
triêm,ʈ iə m 1
triên,ʈ iə n 1
triêng,ʈ iə ŋ 1
triêu,ʈ iə w 1
triến,ʈ iə n 5
triền,ʈ iə n 2
triển,ʈ iə n 3
triễn,ʈ iə n 4
triện,ʈ iə n 6
triềng,ʈ iə ŋ 2
triệng,ʈ iə ŋ 6
triết,ʈ iə t 5
triệt,ʈ iə t 6
triều,ʈ iə w 2
triểu,ʈ iə w 3
triệu,ʈ iə w 6
tro,ʈ ɔ 1
troi,ʈ ɔ j 1
tron,ʈ ɔ n 1
trong,ʈ ɔ ŋ 1
troẹt,ʈ w ɛ t 6
tru,ʈ u 1
trui,ʈ u j 1
trum,ʈ u m 1
trun,ʈ u n 1
trung,ʈ u ŋ 1
truy,ʈ w i 1
truyên,ʈ w iə n 1
truyến,ʈ w iə n 5
truyền,ʈ w iə n 2
truyển,ʈ w iə n 3
truyện,ʈ w iə n 6
truyệt,ʈ w iə t 6
truân,ʈ w ə n 1
truông,ʈ uə ŋ 1
truỵ,ʈ w i 6
truỷ,ʈ w i 3
truồi,ʈ uə j 2
truồng,ʈ uə ŋ 2
truất,ʈ w ə t 5
truật,ʈ w ə t 6
truốt,ʈ uə t 5
truột,ʈ uə t 6
trà,ʈ aː 2
trài,ʈ aː j 2
tràm,ʈ aː m 2
tràn,ʈ aː n 2
tràng,ʈ aː ŋ 2
trành,ʈ ɛ ŋ 2
trào,ʈ aː w 2
tràu,ʈ a w 2
trày,ʈ a j 2
trá,ʈ aː 5
trác,ʈ aː k 5
trách,ʈ ɛ k 5
trái,ʈ aː j 5
trám,ʈ aː m 5
trán,ʈ aː n 5
tráng,ʈ aː ŋ 5
tránh,ʈ ɛ ŋ 5
tráo,ʈ aː w 5
tráp,ʈ aː p 5
trát,ʈ aː t 5
trâm,ʈ ə m 1
trân,ʈ ə n 1
trâng,ʈ ə ŋ 1
trâu,ʈ ə w 1
trây,ʈ ə j 1
trã,ʈ aː 4
trãi,ʈ aː j 4
trè,ʈ ɛ 2
trèm,ʈ ɛ m 2
trèn,ʈ ɛ n 2
trèo,ʈ ɛ w 2
tré,ʈ ɛ 5
trém,ʈ ɛ m 5
tréo,ʈ ɛ w 5
trép,ʈ ɛ p 5
trét,ʈ ɛ t 5
trê,ʈ e 1
trên,ʈ e n 1
trêu,ʈ e w 1
trì,ʈ i 2
trình,ʈ i ŋ 2
trìu,ʈ i w 2
trí,ʈ i 5
tría,ʈ iə 5
trích,ʈ i k 5
trính,ʈ i ŋ 5
trít,ʈ i t 5
tríu,ʈ i w 5
trò,ʈ ɔ 2
tròi,ʈ ɔ j 2
tròm,ʈ ɔ m 2
tròn,ʈ ɔ n 2
tròng,ʈ ɔ ŋ 2
tró,ʈ ɔ 5
tróc,ʈ ɔ k 5
trói,ʈ ɔ j 5
tróm,ʈ ɔ m 5
tróng,ʈ ɔ ŋ 5
trót,ʈ ɔ t 5
trô,ʈ o 1
trôi,ʈ o j 1
trôm,ʈ o m 1
trôn,ʈ o n 1
trông,ʈ o ŋ 1
trõm,ʈ ɔ m 4
trõn,ʈ ɔ n 4
trù,ʈ u 2
trùi,ʈ u j 2
trùm,ʈ u m 2
trùn,ʈ u n 2
trùng,ʈ u ŋ 2
trú,ʈ u 5
trúc,ʈ u k 5
trúm,ʈ u m 5
trúng,ʈ u ŋ 5
trút,ʈ u t 5
trĩ,ʈ i 4
trũ,ʈ u 4
trơ,ʈ əː 1
trư,ʈ ɨ 1
trả,ʈ aː 3
trẹ,ʈ ɛ 6
trẻ,ʈ ɛ 3
trẽ,ʈ ɛ 4
trề,ʈ e 2
trể,ʈ e 3
trễ,ʈ e 4
trệ,ʈ e 6
trỉ,ʈ i 3
trị,ʈ i 6
trọ,ʈ ɔ 6
trỏ,ʈ ɔ 3
trố,ʈ o 5
trồ,ʈ o 2
trổ,ʈ o 3
trỗ,ʈ o 4
trộ,ʈ o 6
trớ,ʈ əː 5
trờ,ʈ əː 2
trở,ʈ əː 3
trợ,ʈ əː 6
trụ,ʈ u 6
trủ,ʈ u 3
trứ,ʈ ɨ 5
trừ,ʈ ɨ 2
trữ,ʈ ɨ 4
trự,ʈ ɨ 6
trưa,ʈ ɨə 1
trỉa,ʈ iə 3
trịa,ʈ iə 6
trụa,ʈ uə 6
trừa,ʈ ɨə 2
trạc,ʈ aː k 6
trắc,ʈ a k 5
trặc,ʈ a k 6
trọc,ʈ ɔ k 6
trốc,ʈ o k 5
trộc,ʈ o k 6
trục,ʈ u k 6
trức,ʈ ɨ k 5
trực,ʈ ɨ k 6
trạch,ʈ ɛ k 6
trếch,ʈ e k 5
trệch,ʈ e k 6
trịch,ʈ i k 6
trũi,ʈ u j 4
trơi,ʈ əː j 1
trại,ʈ aː j 6
trải,ʈ aː j 3
trọi,ʈ ɔ j 6
trỏi,ʈ ɔ j 3
trối,ʈ o j 5
trồi,ʈ o j 2
trổi,ʈ o j 3
trỗi,ʈ o j 4
trội,ʈ o j 6
trới,ʈ əː j 5
trời,ʈ əː j 2
trợi,ʈ əː j 6
trụi,ʈ u j 6
trăm,ʈ a m 1
trạm,ʈ aː m 6
trảm,ʈ aː m 3
trầm,ʈ ə m 2
trẩm,ʈ ə m 3
trẫm,ʈ ə m 4
trậm,ʈ ə m 6
trắm,ʈ a m 5
trằm,ʈ a m 2
trẹm,ʈ ɛ m 6
trộm,ʈ o m 6
trờm,ʈ əː m 2
trụm,ʈ u m 6
trăn,ʈ a n 1
trơn,ʈ əː n 1
trạn,ʈ aː n 6
trản,ʈ aː n 3
trấn,ʈ ə n 5
trần,ʈ ə n 2
trẩn,ʈ ə n 3
trận,ʈ ə n 6
trằn,ʈ a n 2
trặn,ʈ a n 6
trẽn,ʈ ɛ n 4
trến,ʈ e n 5
trển,ʈ e n 3
trọn,ʈ ɔ n 6
trốn,ʈ o n 5
trộn,ʈ o n 6
trớn,ʈ əː n 5
trờn,ʈ əː n 2
trợn,ʈ əː n 6
trụn,ʈ u n 6
trăng,ʈ a ŋ 1
trũng,ʈ u ŋ 4
trưng,ʈ ɨ ŋ 1
trạng,ʈ aː ŋ 6
trảng,ʈ aː ŋ 3
trắng,ʈ a ŋ 5
trằng,ʈ a ŋ 2
trẳng,ʈ a ŋ 3
trọng,ʈ ɔ ŋ 6
trỏng,ʈ ɔ ŋ 3
trống,ʈ o ŋ 5
trồng,ʈ o ŋ 2
trổng,ʈ o ŋ 3
trộng,ʈ o ŋ 6
trụng,ʈ u ŋ 6
trủng,ʈ u ŋ 3
trứng,ʈ ɨ ŋ 5
trừng,ʈ ɨ ŋ 2
trửng,ʈ ɨ ŋ 3
trĩnh,ʈ i ŋ 4
trạnh,ʈ ɛ ŋ 6
trảnh,ʈ ɛ ŋ 3
trếnh,ʈ e ŋ 5
trịnh,ʈ i ŋ 6
trạo,ʈ aː w 6
trảo,ʈ aː w 3
trẹo,ʈ ɛ w 6
trẻo,ʈ ɛ w 3
trẽo,ʈ ɛ w 4
trấp,ʈ ə p 5
trập,ʈ ə p 6
trớp,ʈ əː p 5
trụp,ʈ u p 6
trạt,ʈ aː t 6
trất,ʈ ə t 5
trật,ʈ ə t 6
trắt,ʈ a t 5
trẹt,ʈ ɛ t 6
trết,ʈ e t 5
trệt,ʈ e t 6
trịt,ʈ i t 6
trọt,ʈ ɔ t 6
trốt,ʈ o t 5
trớt,ʈ əː t 5
trợt,ʈ əː t 6
trụt,ʈ u t 6
trĩu,ʈ i w 4
trảu,ʈ a w 3
trấu,ʈ ə w 5
trầu,ʈ ə w 2
trẩu,ʈ ə w 3
trếu,ʈ e w 5
trệu,ʈ e w 6
trừu,ʈ ɨ w 2
trạy,ʈ a j 6
trảy,ʈ a j 3
trầy,ʈ ə j 2
trẩy,ʈ ə j 3
trước,ʈ ɨə k 5
trược,ʈ ɨə k 6
trươi,ʈ ɨə j 1
trườn,ʈ ɨə n 2
trương,ʈ ɨə ŋ 1
trướng,ʈ ɨə ŋ 5
trường,ʈ ɨə ŋ 2
trưởng,ʈ ɨə ŋ 3
trưỡng,ʈ ɨə ŋ 4
trượng,ʈ ɨə ŋ 6
trượt,ʈ ɨə t 6
tu,t u 1
tua,t uə 1
tui,t u j 1
tum,t u m 1
tun,t u n 1
tung,t u ŋ 1
tuy,t w i 1
tuya,t w iə 1
tuyn,t w i n 1
tuynh,t w i ŋ 1
tuyên,t w iə n 1
tuyến,t w iə n 5
tuyền,t w iə n 2
tuyển,t w iə n 3
tuyễn,t w iə n 4
tuyện,t w iə n 6
tuyết,t w iə t 5
tuyệt,t w iə t 6
tuân,t w ə n 1
tuôi,t uə j 1
tuôn,t uə n 1
tuông,t uə ŋ 1
tuý,t w i 5
tuýp,t w i p 5
tuýt,t w i t 5
tuế,t w e 5
tuệ,t w e 6
tuỳ,t w i 2
tuỵ,t w i 6
tuỷ,t w i 3
tuốc,t uə k 5
tuộc,t uə k 6
tuếch,t w e k 5
tuệch,t w e k 6
tuối,t uə j 5
tuồi,t uə j 2
tuổi,t uə j 3
tuấn,t w ə n 5
tuần,t w ə n 2
tuẫn,t w ə n 4
tuận,t w ə n 6
tuốn,t uə n 5
tuồn,t uə n 2
tuồng,t uə ŋ 2
tuềnh,t w e ŋ 2
tuất,t w ə t 5
tuốt,t uə t 5
tuột,t uə t 6
tà,t aː 2
tài,t aː j 2
tàm,t aː m 2
tàn,t aː n 2
tàng,t aː ŋ 2
tành,t ɛ ŋ 2
tào,t aː w 2
tàu,t a w 2
tày,t a j 2
tá,t aː 5
tác,t aː k 5
tách,t ɛ k 5
tái,t aː j 5
tám,t aː m 5
tán,t aː n 5
táng,t aː ŋ 5
tánh,t ɛ ŋ 5
táo,t aː w 5
táp,t aː p 5
tát,t aː t 5
táu,t a w 5
táy,t a j 5
tâm,t ə m 1
tân,t ə n 1
tâng,t ə ŋ 1
tâu,t ə w 1
tây,t ə j 1
tã,t aː 4
tãi,t aː j 4
tãng,t aː ŋ 4
tè,t ɛ 2
tèm,t ɛ m 2
tèn,t ɛ n 2
tèo,t ɛ w 2
té,t ɛ 5
tém,t ɛ m 5
tén,t ɛ n 5
téo,t ɛ w 5
tép,t ɛ p 5
tét,t ɛ t 5
tê,t e 1
têm,t e m 1
tên,t e n 1
tênh,t e ŋ 1
têu,t e w 1
tì,t i 2
tìa,t iə 2
tìm,t i m 2
tìn,t i n 2
tình,t i ŋ 2
tí,t i 5
tía,t iə 5
tích,t i k 5
tím,t i m 5
tín,t i n 5
tính,t i ŋ 5
típ,t i p 5
tít,t i t 5
tíu,t i w 5
tò,t ɔ 2
tòi,t ɔ j 2
tòm,t ɔ m 2
tòn,t ɔ n 2
tòng,t ɔ ŋ 2
tó,t ɔ 5
