汉字,漢越語,IPA,聲調,拼音,攝別,四聲,韻目,字母,開合,等第,清濁,上字,下字,,,,,,,,,,,
裁,Tài,ta:j2,弦聲,cái,蟹,平,咍,從,開,一,全濁,昨,哉,,,,,,,,,,,
裂,Liệt,liet8,重入,liè,山,入,薛,來,開,三,次濁,良,辥,,,,,,,,,,,
裋,Thụ,t'u6,重聲,shù,遇,上,麌,禪,合,三,全濁,臣,庾,,,,,,,,,,,
裎,Trình,tʂiɲ2,弦聲,chéng,梗,平,清,澄,開,三,全濁,直,貞,,,,,,,,,,,
裒,Bầu,bɤw2,弦聲,póu,流,平,侯,並,開,一,全濁,薄,侯,,,,,,,,,,,
裕,Dụ,zu6,重聲,yù,遇,去,遇,以,合,三,次濁,羊,戍,,,,,,,,,,,
裙,Quần,kwɤn2,弦聲,qún,臻,平,文,羣,合,三,全濁,渠,云,,,,,,,,,,,
補,Bổ,bo3,問聲,bǔ,遇,上,姥,幫,合,一,全清,博,古,,,,,,,,,,,
覃,Đàm,da:m2,弦聲,tán,咸,平,覃,定,開,一,全濁,徒,含,,,,,,,,,,,
覘,Chiêm,tʂiem1,平聲,zhān,咸,平,鹽,徹,開,三,次清,丑,廉,,,,,,,,,,,
觚,Cô,ko1,平聲,gū,遇,平,模,見,合,一,全清,古,胡,,,,,,,,,,,
觝,Để,de3,問聲,dǐ,蟹,上,薺,端,開,四,全清,都,禮,,,,,,,,,,,
訴,Tố,to5,銳聲,sù,遇,去,暮,心,合,一,全清,桑,故,,,,,,,,,,,
訶,Ha,ha:1,平聲,hē,果,平,歌,曉,開,一,次清,虎,何,,,,,,,,,,,
診,Chẩn,tʂɤn3,問聲,zhěn,臻,上,軫,章,開,三,全清,章,忍,,,,,,,,,,,
註,Chú,tʂu5,銳聲,zhù,遇,去,遇,章,合,三,全清,之,戍,,,,,,,,,,,
証,Chứng,tʂɯŋ5,銳聲,zhèng,梗,去,勁,章,開,三,全清,之,盛,,,,,,,,,,,
詁,Cổ,ko3,問聲,gǔ,遇,上,姥,見,合,一,全清,公,戶,,,,,,,,,,,
詆,Để,de3,問聲,dǐ,蟹,上,薺,端,開,四,全清,都,禮,,,,,,,,,,,
詈,Lị,li6,重聲,lì,止,去,寘,來,開,三,次濁,力,智,,,,,,,,,,,
詐,Trá,tʂa5,銳聲,zhà,假,去,禡,莊,開,二,全清,側,駕,,,,,,,,,,,
詒,Di,zi1,平聲,yí,止,平,之,以,開,三,次濁,與,之,,,,,,,,,,,
詔,Chiếu,tʂiew5,銳聲,zhào,效,去,笑,章,開,三,全清,之,少,,,,,,,,,,,
評,Bình,biɲ2,弦聲,píng,梗,平,庚,並,開,三,全濁,符,兵,,,,,,,,,,,
詖,Bí,bi5,銳聲,bì,止,去,寘,幫,開,三,全清,彼,義,,,,,,,,,,,
詗,Huýnh,hwiɲ5,銳聲,xiòng,梗,去,勁,曉,合,三,次清,休,正,,,,,,,,,,,
詘,Truất,tʂwɤt7,銳入,qù,臻,入,物,溪,合,三,次清,區,勿,,,,,,,,,,,
詛,Trớ,tʂɤ:5,銳聲,zǔ,遇,去,御,莊,開,三,全清,莊,助,,,,,,,,,,,
詞,Từ,tɯ2,弦聲,cí,止,平,之,邪,開,三,全濁,似,茲,,,,,,,,,,,
詠,Vịnh,viɲ6,重聲,yǒng,梗,去,映,云,合,三,次濁,為,命,,,,,,,,,,,
貂,Điêu,diew1,平聲,diāo,效,平,蕭,端,開,四,全清,都,聊,,,,,,,,,,,
貯,Trữ,tʂɯ4,跌聲,zhǔ,遇,上,語,知,開,三,全清,丁,呂,,,,,,,,,,,
貰,Thế,t'e5,銳聲,shì,蟹,去,祭,書,開,三,全清,舒,制,,,,,,,,,,,
貳,Nhị,ɲi6,重聲,èr,止,去,至,日,開,三,次濁,而,至,,,,,,,,,,,
貴,Quý,kwi5,銳聲,guì,止,去,未,見,合,三,全清,居,胃,,,,,,,,,,,
買,Mãi,ma:j4,跌聲,mǎi,蟹,上,蟹,明,開,二,次濁,莫,蟹,,,,,,,,,,,
貸,Thải,t'a:j3,問聲,dài,蟹,去,代,透,開,一,次清,他,代,,,,,,,,,,,
貺,Huống,huoŋ5,銳聲,kuàng,宕,去,漾,曉,合,三,次清,許,訪,,,,,,,,,,,
費,Phí,fi5,銳聲,fèi,止,去,未,敷,合,三,次清,芳,未,,,,,,,,,,,
貼,Thiếp,t'iep7,銳入,tiē,咸,入,帖,透,開,四,次清,他,協,,,,,,,,,,,
貽,Di,zi1,平聲,yí,止,平,之,以,開,三,次濁,與,之,,,,,,,,,,,
貿,Mậu,mɤw6,重聲,mào,流,去,候,明,開,一,次濁,莫,候,,,,,,,,,,,
賀,Hạ,ha:6,重聲,hè,果,去,箇,匣,開,一,全濁,胡,箇,,,,,,,,,,,
賁,Phần,fɤn2,弦聲,fén,臻,平,文,奉,合,三,全濁,符,分,,,,,,,,,,,
賁,Bôn,bon1,平聲,bēn,臻,平,魂,幫,合,一,全清,博,昆,,,,,,,,,,,
賁,Bí,bi5,銳聲,bì,止,去,寘,幫,開,三,全清,彼,義,,,,,,,,,,,
赓,Canh,ka:ɲ1,平聲,gēng,梗,平,庚,見,開,二,全清,古,行,,,,,,,,,,,
趁,Sấn,ʂɤn5,銳聲,chèn,臻,去,震,徹,開,三,次清,丑,刃,,,,,,,,,,,
趄,Thư,t'ɯ1,平聲,jū,遇,平,魚,清,開,三,次清,七,余,,,,,,,,,,,
超,Siêu,ʂiew1,平聲,chāo,效,平,宵,徹,開,三,次清,敕,宵,,,,,,,,,,,
越,Việt,viet8,重入,yuè,山,入,月,云,合,三,次濁,王,伐,,,,,,,,,,,
跅,Thác,t'a:k7,銳入,tuò,宕,入,鐸,透,開,一,次清,他,各,,,,,,,,,,,
跋,Bạt,ba:t8,重入,bá,山,入,末,並,合,一,全濁,蒲,撥,,,,,,,,,,,
跌,Điệt,diet8,重入,dié,山,入,屑,定,開,四,全濁,徒,結,,,,,,,,,,,
跎,Đà,da:2,弦聲,tuó,果,平,歌,定,開,一,全濁,徒,河,,,,,,,,,,,
跏,Già,ʑa:2,弦聲,jiā,假,平,麻,見,開,二,全清,古,牙,,,,,,,,,,,
跑,Bào,ba:w2,弦聲,pǎo,效,平,肴,並,開,二,全濁,薄,交,,,,,,,,,,,
跕,Thiếp,t'iep7,銳入,tiē,咸,入,帖,透,開,四,次清,他,協,,,,,,,,,,,
跖,Chích,tʂiʧ7,銳入,zhí,梗,入,昔,章,開,三,全清,之,石,,,,,,,,,,,
跗,Phụ,fu6,重聲,fū,遇,去,遇,奉,合,三,全濁,符,遇,,,,,,,,,,,
跚,San,ʂa:n1,平聲,shān,山,平,寒,心,開,一,全清,蘇,干,,,,,,,,,,,
跛,Bả,ba:3,問聲,bǒ,果,上,果,幫,合,一,全清,布,火,,,,,,,,,,,
跛,Bí,bi5,銳聲,bì,止,去,寘,幫,開,三,全清,彼,義,,,,,,,,,,,
軨,Linh,liɲ1,平聲,líng,梗,平,青,來,開,四,次濁,郎,丁,,,,,,,,,,,
軫,Chẩn,tʂɤn3,問聲,zhěn,臻,上,軫,章,開,三,全清,章,忍,,,,,,,,,,,
軱,Cô,ko1,平聲,gū,遇,平,模,見,合,一,全清,古,胡,,,,,,,,,,,
軶,Ách,a:ʧ7,銳入,è,梗,入,麥,影,開,二,全清,於,革,,,,,,,,,,,
軸,Trục,tʂuk8,重入,zhóu,通,入,屋,澄,合,三,全濁,直,六,,,,,,,,,,,
軹,Chỉ,tʂi3,問聲,zhǐ,止,上,紙,章,開,三,全清,諸,氏,,,,,,,,,,,
軺,Diêu,ziew1,平聲,yáo,效,平,宵,以,開,三,次濁,餘,昭,,,,,,,,,,,
軻,Kha,xa:1,平聲,kē,果,平,歌,溪,開,一,次清,苦,何,,,,,,,,,,,
軼,Dật,zɤt8,重入,yì,臻,入,質,以,開,三,次濁,夷,質,,,,,,,,,,,
軼,Điệt,diet8,重入,dié,山,入,屑,定,開,四,全濁,徒,結,,,,,,,,,,,
辜,Cô,ko1,平聲,gū,遇,平,模,見,合,一,全清,古,胡,,,,,,,,,,,
辝,Từ,tɯ2,弦聲,cí,止,平,之,邪,開,三,全濁,似,茲,,,,,,,,,,,
逼,Bức,bɯk7,銳入,bī,曾,入,職,幫,開,三,全清,彼,側,,,,,,,,,,,
逾,Du,zu1,平聲,yú,遇,平,虞,以,合,三,次濁,羊,朱,,,,,,,,,,,
遁,Độn,don6,重聲,dùn,臻,去,慁,定,合,一,全濁,徒,困,,,,,,,,,,,
遂,Toại,twa:j6,重聲,suì,止,去,至,邪,合,三,全濁,徐,醉,,,,,,,,,,,
遄,Thuyên,t'wien1,平聲,chuán,山,平,仙,禪,合,三,全濁,市,緣,,,,,,,,,,,
遇,Ngộ,ŋo6,重聲,yù,遇,去,遇,疑,合,三,次濁,牛,具,,,,,,,,,,,
遉,Trình,tʂiɲ2,弦聲,zhēn,梗,去,勁,徹,開,三,次清,丑,鄭,,,,,,,,,,,
遊,Du,zu1,平聲,yóu,流,平,尤,以,開,三,次濁,以,周,,,,,,,,,,,
運,Vận,vɤn6,重聲,yùn,臻,去,問,云,合,三,次濁,王,問,,,,,,,,,,,
遌,Ngạc,ŋa:k8,重入,è,宕,入,鐸,疑,開,一,次濁,五,各,,,,,,,,,,,
遍,Biến,bien5,銳聲,biàn,山,去,線,幫,開,三,全清,方,見,,,,,,,,,,,
遏,Át,a:t7,銳入,è,山,入,曷,影,開,一,全清,烏,葛,,,,,,,,,,,
遐,Hà,ha:2,弦聲,xiá,假,平,麻,匣,開,二,全濁,胡,加,,,,,,,,,,,
遑,Hoàng,hwan:ŋ2,弦聲,huáng,宕,平,唐,匣,合,一,全濁,胡,光,,,,,,,,,,,
遒,Tù,tu2,弦聲,qiú,流,平,尤,從,開,三,全濁,自,秋,,,,,,,,,,,
道,Đạo,da:w6,重聲,dào,效,上,晧,定,開,一,全濁,徒,晧,,,,,,,,,,,
達,Đạt,da:t8,重入,dá,山,入,曷,定,開,一,全濁,唐,割,,,,,,,,,,,
違,Vi,vi1,平聲,wéi,止,平,微,云,合,三,次濁,雨,非,,,,,,,,,,,
鄏,Nhục,ɲuk8,重入,rù,通,入,燭,日,合,三,次濁,而,蜀,,,,,,,,,,,
鄒,Trâu,tʂɤw1,平聲,zōu,流,平,尤,莊,開,三,全清,側,鳩,,,,,,,,,,,
鄔,Ổ,o3,問聲,wū,遇,上,姥,影,合,一,全清,安,古,,,,,,,,,,,
鄖,Vân,vɤn1,平聲,yún,臻,平,文,云,合,三,次濁,王,分,,,,,,,,,,,
酡,Đà,da:2,弦聲,tuó,果,平,歌,定,開,一,全濁,徒,河,,,,,,,,,,,
酢,Tạc,ta:k8,重入,zuò,宕,入,鐸,從,開,一,全濁,在,各,,,,,,,,,,,
酣,Hàm,ha:m2,弦聲,hān,咸,平,談,匣,開,一,全濁,胡,甘,,,,,,,,,,,
酤,Cô,ko1,平聲,gū,遇,平,模,見,合,一,全清,古,胡,,,,,,,,,,,
酥,Tô,to1,平聲,sū,遇,平,模,心,合,一,全清,素,姑,,,,,,,,,,,
釉,Dứu,zɯw5,銳聲,yòu,流,去,宥,以,開,三,次濁,余,救,,,,,,,,,,,
量,Lương,lɯɤŋ1,平聲,liáng,宕,平,陽,來,開,三,次濁,呂,張,,,,,,,,,,,
量,Lượng,lɯɤŋ6,重聲,liàng,宕,去,漾,來,開,三,次濁,力,讓,,,,,,,,,,,
鈀,Ba,ba:1,平聲,bǎ,假,平,麻,滂,開,二,次清,普,巴,,,,,,,,,,,
鈇,Phu,fu1,平聲,fū,遇,平,虞,非,合,三,全清,甫,無,,,,,,,,,,,
鈉,Nột,not8,重入,nà,蟹,去,祭,日,合,三,次濁,而,銳,,,,,,,,,,,
鈌,Quyết,kwiet7,銳入,jué,山,入,屑,見,合,四,全清,古,穴,,,,,,,,,,,
鈍,Độn,don6,重聲,dùn,臻,去,慁,定,合,一,全濁,徒,困,,,,,,,,,,,
鈐,Kiềm,kiem2,弦聲,qián,咸,平,鹽,羣,開,三,全濁,巨,淹,,,,,,,,,,,
鈔,Sao,ʂa:w1,平聲,chāo,效,平,肴,初,開,二,次清,楚,交,,,,,,,,,,,
鈕,Nữu,nɯw4,跌聲,niǔ,流,上,有,娘,開,三,次濁,女,久,,,,,,,,,,,
鈞,Quân,kwɤn1,平聲,jūn,臻,平,諄,見,合,三,全清,居,勻,,,,,,,,,,,
鉅,Cự,kɯ6,重聲,jù,遇,上,語,羣,開,三,全濁,其,呂,,,,,,,,,,,
開,Khai,xa:j1,平聲,kāi,蟹,平,咍,溪,開,一,次清,苦,哀,,,,,,,,,,,
閎,Hoành,hwa:ɲ2,弦聲,hóng,梗,平,耕,匣,合,二,全濁,戶,萌,,,,,,,,,,,
閏,Nhuận,ɲwɤn6,重聲,rùn,臻,去,稕,日,合,三,次濁,如,順,,,,,,,,,,,
閑,Nhàn,ɲa:n2,弦聲,xián,山,平,山,匣,開,二,全濁,戶,閒,,,,,,,,,,,
閒,Nhàn,ɲa:n2,弦聲,xián,山,平,山,見,開,二,全清,古,閑,,,,,,,,,,,
閒,Gián,ʑa:n5,銳聲,jiàn,山,去,襉,見,開,二,全清,古,莧,,,,,,,,,,,
閔,Mẫn,mɤn4,跌聲,mǐn,臻,上,軫,明,開,三,次濁,眉,殞,,,,,,,,,,,
隔,Cách,ka:ʧ7,銳入,gé,梗,入,麥,見,開,二,全清,古,核,,,,,,,,,,,
隕,Vẫn,vɤn4,跌聲,yǔn,臻,上,軫,云,開,三,次濁,于,敏,,,,,,,,,,,
隖,Ổ,o3,問聲,wǔ,遇,上,姥,影,合,一,全清,安,古,,,,,,,,,,,
隘,Ải,a:j3,問聲,ài,蟹,去,卦,影,開,二,全清,烏,懈,,,,,,,,,,,
隙,Khích,xiʧ7,銳入,xì,梗,入,陌,溪,開,三,次清,綺,戟,,,,,,,,,,,
雁,Nhạn,ɲa:n6,重聲,yàn,山,去,諫,疑,開,二,次濁,五,晏,,,,,,,,,,,
雄,Hùng,huŋ2,弦聲,xióng,通,平,東,云,合,三,次濁,羽,弓,,,,,,,,,,,
雅,Nhã,ɲa:4,跌聲,yǎ,假,上,馬,疑,開,二,次濁,五,下,,,,,,,,,,,
集,Tập,tɤp8,重入,jí,深,入,緝,從,開,三,全濁,秦,入,,,,,,,,,,,
雇,Cố,ko5,銳聲,gù,遇,去,暮,見,合,一,全清,古,暮,,,,,,,,,,,
雋,Tuyển,twien3,問聲,jùn,山,上,獮,從,合,三,全濁,徂,兗,,,,,,,,,,,
雯,Văn,van1,平聲,wén,臻,平,文,微,合,三,次濁,無,分,,,,,,,,,,,
雰,Phân,fɤn1,平聲,fēn,臻,平,文,非,合,三,全清,府,文,,,,,,,,,,,
雱,Bàng,ba:ŋ2,弦聲,páng,宕,平,唐,滂,開,一,次清,普,郎,,,,,,,,,,,
雲,Vân,vɤn1,平聲,yún,臻,平,文,云,合,三,次濁,王,分,,,,,,,,,,,
靮,Đích,diʧ7,銳入,dí,梗,入,錫,端,開,四,全清,都,歷,,,,,,,,,,,
韌,Nhận,ɲɤn6,重聲,rèn,臻,去,震,日,開,三,次濁,而,振,,,,,,,,,,,
項,Hạng,ha:ŋ6,重聲,xiàng,江,上,講,匣,開,二,全濁,胡,講,,,,,,,,,,,
順,Thuận,t'wɤn6,重聲,shùn,臻,去,稕,船,合,三,全濁,食,閏,,,,,,,,,,,
頇,Han,ha:n1,平聲,hān,山,平,寒,曉,開,一,次清,許,干,,,,,,,,,,,
須,Tu,tu1,平聲,xū,遇,平,虞,心,合,三,全清,相,俞,,,,,,,,,,,
飧,Tôn,ton1,平聲,sūn,臻,平,魂,心,合,一,全清,思,渾,,,,,,,,,,,
飩,Đồn,don2,弦聲,tún,臻,平,魂,定,合,一,全濁,徒,渾,,,,,,,,,,,
飪,Nhẫm,ɲɤm4,跌聲,rèn,深,上,寑,日,開,三,次濁,如,甚,,,,,,,,,,,
飫,Ứ,ɯ5,銳聲,yù,遇,去,御,影,開,三,全清,依,倨,,,,,,,,,,,
飭,Sức,ʂɯk7,銳入,chì,曾,入,職,徹,開,三,次清,恥,力,,,,,,,,,,,
飯,Phãn,fa:n4,跌聲,fǎn,山,上,阮,奉,合,三,全濁,扶,晚,,,,,,,,,,,
飯,Phạn,fa:n6,重聲,fàn,山,去,願,奉,合,三,全濁,符,万,,,,,,,,,,,
飲,Ẩm,ɤm3,問聲,yǐn,深,上,寑,影,開,三,全清,於,錦,,,,,,,,,,,
飲,Ấm,ɤm5,銳聲,yìn,深,去,沁,影,開,三,全清,於,禁,,,,,,,,,,,
馭,Ngự,ŋɯ6,重聲,yù,遇,去,御,疑,開,三,次濁,牛,倨,,,,,,,,,,,
馮,Phùng,fuŋ2,弦聲,féng,通,平,東,奉,合,三,全濁,房,戎,,,,,,,,,,,
馮,Bằng,baŋ2,弦聲,féng,曾,平,蒸,並,開,三,全濁,扶,冰,,,,,,,,,,,
骫,Ủy,wi3,問聲,wěi,止,上,紙,影,合,三,全清,於,詭,,,,,,,,,,,
骭,Cán,ka:n5,銳聲,gàn,山,去,翰,見,開,一,全清,古,案,,,,,,,,,,,
黍,Thử,t'ɯ3,問聲,shǔ,遇,上,語,書,開,三,全清,舒,呂,,,,,,,,,,,
黑,Hắc,hak7,銳入,hēi,曾,入,德,曉,開,一,次清,呼,北,,,,,,,,,,,
黹,Chỉ,tʂi3,問聲,zhǐ,止,上,旨,知,開,三,全清,豬,几,,,,,,,,,,,
鼎,Đỉnh,diɲ3,問聲,dǐng,梗,上,迥,端,開,四,全清,都,挺,,,,,,,,,,,
亂,Loạn,lwa:n6,重聲,luàn,山,去,換,來,合,一,次濁,郎,段,,,,,,,,,,,
亶,Đản,da:n3,問聲,dǎn,山,上,旱,端,開,一,全清,多,旱,,,,,,,,,,,
催,Thôi,t'oj1,平聲,cuī,蟹,平,灰,清,合,一,次清,倉,回,,,,,,,,,,,
傭,Dong,zɔŋ1,平聲,yōng,通,平,鍾,以,合,三,次濁,餘,封,,,,,,,,,,,
傯,Tổng,toŋ3,問聲,zǒng,通,上,董,精,合,一,全清,作,孔,,,,,,,,,,,
傳,Truyền,tʂwien2,弦聲,chuán,山,平,仙,澄,合,三,全濁,直,攣,,,,,,,,,,,
傳,Truyện,tʂwien6,重聲,zhuàn,山,去,線,澄,合,三,全濁,直,戀,,,,,,,,,,,
傳,Truyến,tʂwien5,銳聲,zhuàn,山,去,線,知,合,三,全清,知,戀,,,,,,,,,,,
傴,Ủ,u3,問聲,yǔ,遇,上,麌,影,合,三,全清,於,武,,,,,,,,,,,
債,Trái,tʂa:j5,銳聲,zhài,蟹,去,卦,莊,開,二,全清,側,賣,,,,,,,,,,,
傷,Thương,t'ɯɤŋ1,平聲,shāng,宕,平,陽,書,開,三,全清,式,羊,,,,,,,,,,,
傺,Sế,ʂe5,銳聲,chì,蟹,去,祭,徹,開,三,次清,丑,例,,,,,,,,,,,
傻,Sọa,ʂwa:6,重聲,shǎ,假,上,馬,生,合,二,全清,沙,瓦,,,,,,,,,,,
傾,Khuynh,xwiɲ1,平聲,qīng,梗,平,清,溪,合,三,次清,去,營,,,,,,,,,,,
僂,Lũ,lu4,跌聲,lǚ,遇,上,麌,來,合,三,次濁,力,主,,,,,,,,,,,
僅,Cận,kɤn6,重聲,jǐn,臻,去,震,羣,開,三,全濁,渠,遴,,,,,,,,,,,
僇,Lục,luk8,重入,lù,通,入,屋,來,合,三,次濁,力,竹,,,,,,,,,,,
僉,Thiêm,t'iem1,平聲,qiān,咸,平,鹽,清,開,三,次清,七,廉,,,,,,,,,,,
像,Tượng,tɯɤŋ6,重聲,xiàng,宕,上,養,邪,開,三,全濁,徐,兩,,,,,,,,,,,
剸,Chuyên,tʂwien1,平聲,tuán,山,去,線,章,合,三,全清,之,囀,,,,,,,,,,,
剸,Chuyển,tʂwien3,問聲,zhuān,山,上,獮,章,合,三,全清,旨,兗,,,,,,,,,,,
剺,Li,li1,平聲,lí,止,平,之,來,開,三,次濁,里,之,,,,,,,,,,,
剽,Phiếu,fiew5,銳聲,piào,效,去,笑,滂,開,三,次清,匹,妙,,,,,,,,,,,
剿,Tiễu,tiew4,跌聲,jiǎo,效,上,小,精,開,三,全清,子,小,,,,,,,,,,,
勠,Lục,luk8,重入,lù,通,入,屋,來,合,三,次濁,力,竹,,,,,,,,,,,
勢,Thế,t'e5,銳聲,shì,蟹,去,祭,書,開,三,全清,舒,制,,,,,,,,,,,
勣,Tích,tiʧ7,銳入,jī,梗,入,錫,精,開,四,全清,則,歷,,,,,,,,,,,
勤,Cần,kɤn2,弦聲,qín,臻,平,欣,羣,開,三,全濁,巨,斤,,,,,,,,,,,
勦,Tiễu,tiew4,跌聲,jiǎo,效,上,小,精,開,三,全清,子,小,,,,,,,,,,,
匯,Hối,hoj5,銳聲,huì,蟹,上,賄,匣,合,一,全濁,胡,罪,,,,,,,,,,,
嗁,Đề,de2,弦聲,tí,蟹,平,齊,定,開,四,全濁,杜,奚,,,,,,,,,,,
嗃,Hao,ha:w1,平聲,xiāo,效,平,肴,曉,開,二,次清,許,交,,,,,,,,,,,
嗃,Hạc,ha:k8,重入,hè,宕,入,鐸,曉,開,一,次清,呵,各,,,,,,,,,,,
嗄,Hạ,ha:6,重聲,á,蟹,去,夬,影,開,二,全清,於,犗,,,,,,,,,,,
嗄,Sá,ʂa:5,銳聲,shà,假,去,禡,生,開,二,全清,所,嫁,,,,,,,,,,,
嗅,Khứu,xɯw5,銳聲,xiù,流,去,宥,曉,開,三,次清,許,救,,,,,,,,,,,
嗇,Sắc,ʂak7,銳入,sè,曾,入,職,生,開,三,全清,所,力,,,,,,,,,,,
嗉,Tố,to5,銳聲,sù,遇,去,暮,心,合,一,全清,桑,故,,,,,,,,,,,
嗌,Ách,a:ʧ7,銳入,yì,梗,入,昔,影,開,三,全清,伊,昔,,,,,,,,,,,
嗑,Hạp,ha:p8,重入,kè,咸,入,盍,匣,開,一,全濁,胡,臘,,,,,,,,,,,
嗒,Tháp,t'a:p7,銳入,tà,咸,入,盍,透,開,一,次清,吐,盍,,,,,,,,,,,
嗔,Sân,ʂɤn1,平聲,chēn,臻,平,真,昌,開,三,次清,昌,真,,,,,,,,,,,
嗔,Điền,dien2,弦聲,tián,山,平,先,定,開,四,全濁,徒,年,,,,,,,,,,,
嗚,Ô,o1,平聲,wū,遇,平,模,影,合,一,全清,哀,都,,,,,,,,,,,
嗛,Khiểm,xiem3,問聲,qiǎn,咸,上,忝,溪,開,四,次清,苦,簟,,,,,,,,,,,
嗜,Thị,t'i6,重聲,shì,止,去,至,禪,開,三,全濁,常,利,,,,,,,,,,,
嗣,Tự,tɯ6,重聲,sì,止,去,志,邪,開,三,全濁,祥,吏,,,,,,,,,,,
嗤,Xuy,swi1,平聲,chī,止,平,之,昌,開,三,次清,赤,之,,,,,,,,,,,
嗥,Hào,ha:w2,弦聲,háo,效,平,豪,匣,開,一,全濁,胡,刀,,,,,,,,,,,
嗷,Ngao,ŋa:w1,平聲,áo,效,平,豪,疑,開,一,次濁,五,勞,,,,,,,,,,,
嗸,Ngao,ŋa:w1,平聲,áo,效,平,豪,疑,開,一,次濁,五,勞,,,,,,,,,,,
嘩,Hoa,hwa:1,平聲,huā,假,去,禡,匣,合,二,全濁,胡,化,,,,,,,,,,,
園,Viên,vien1,平聲,yuán,山,平,元,云,合,三,次濁,雨,元,,,,,,,,,,,
圓,Viên,vien1,平聲,yuán,山,平,仙,云,合,三,次濁,王,權,,,,,,,,,,,
塋,Doanh,zwa:ɲ1,平聲,yíng,梗,平,清,以,合,三,次濁,余,傾,,,,,,,,,,,
塍,Thăng,t'aŋ1,平聲,chéng,曾,平,蒸,船,開,三,全濁,食,陵,,,,,,,,,,,
塏,Khải,xa:j3,問聲,kǎi,蟹,上,海,溪,開,一,次清,苦,亥,,,,,,,,,,,
塑,Tố,to5,銳聲,sù,遇,去,暮,心,合,一,全清,桑,故,,,,,,,,,,,
塒,Thì,t'i2,弦聲,shí,止,平,之,禪,開,三,全濁,市,之,,,,,,,,,,,
塗,Đồ,do2,弦聲,tú,遇,平,模,定,合,一,全濁,同,都,,,,,,,,,,,
塘,Đường,dɯɤŋ2,弦聲,táng,宕,平,唐,定,開,一,全濁,徒,郎,,,,,,,,,,,
塚,Trủng,tʂuŋ3,問聲,zhǒng,通,上,腫,知,合,三,全清,知,隴,,,,,,,,,,,
塞,Tắc,tak7,銳入,sè,曾,入,德,心,開,一,全清,蘇,則,,,,,,,,,,,
塞,Tái,ta:j5,銳聲,sài,蟹,去,代,心,開,一,全清,先,代,,,,,,,,,,,
塢,Ổ,o3,問聲,wù,遇,上,姥,影,合,一,全清,安,古,,,,,,,,,,,
塤,Huân,hwɤn1,平聲,xūn,山,平,元,曉,合,三,次清,況,袁,,,,,,,,,,,
填,Điền,dien2,弦聲,tián,山,平,先,定,開,四,全濁,徒,年,,,,,,,,,,,
墓,Mộ,mo6,重聲,mù,遇,去,暮,明,合,一,次濁,莫,故,,,,,,,,,,,
壼,Khổn,xon3,問聲,kǔn,臻,上,混,溪,合,一,次清,苦,本,,,,,,,,,,,
夢,Mộng,moŋ6,重聲,mèng,通,去,送,明,合,三,次濁,莫,鳳,,,,,,,,,,,
媲,Bễ,be4,跌聲,pì,蟹,去,霽,滂,開,四,次清,匹,詣,,,,,,,,,,,
媵,Dắng,zaŋ5,銳聲,yìng,曾,去,證,以,開,三,次濁,以,證,,,,,,,,,,,
媸,Xuy,swi1,平聲,chī,止,平,之,昌,開,三,次清,赤,之,,,,,,,,,,,
媼,Ảo,a:w3,問聲,ǎo,效,上,晧,影,開,一,全清,烏,晧,,,,,,,,,,,
媽,Ma,ma:1,平聲,mā,遇,上,姥,明,合,一,次濁,莫,補,,,,,,,,,,,
媾,Cấu,kɤw5,銳聲,gòu,流,去,候,見,開,一,全清,古,候,,,,,,,,,,,
嫁,Giá,ʑa:5,銳聲,jià,假,去,禡,見,開,二,全清,古,訝,,,,,,,,,,,
嫄,Nguyên,ŋwien1,平聲,yuán,山,平,元,疑,合,三,次濁,愚,袁,,,,,,,,,,,
嫉,Tật,tɤt8,重入,jí,臻,入,質,從,開,三,全濁,秦,悉,,,,,,,,,,,
嫋,Niệu,niew6,重聲,niǎo,效,上,篠,泥,開,四,次濁,奴,鳥,,,,,,,,,,,
嫌,Hiềm,hiem2,弦聲,xián,咸,平,添,匣,開,四,全濁,戶,兼,,,,,,,,,,,
嫫,Mô,mo1,平聲,mó,遇,平,模,明,合,一,次濁,莫,胡,,,,,,,,,,,
嬋,Thiền,t'ien2,弦聲,chán,山,平,仙,禪,開,三,全濁,市,連,,,,,,,,,,,
寘,Trí,tʂi5,銳聲,zhì,止,去,寘,章,開,三,全清,支,義,,,,,,,,,,,
寞,Mịch,miʧ8,重入,mò,宕,入,鐸,明,開,一,次濁,慕,各,,,,,,,,,,,
尟,Tiển,tien3,問聲,xiǎn,山,上,獮,心,開,三,全清,息,淺,,,,,,,,,,,
尲,Giam,ʑa:m1,平聲,gān,咸,平,咸,見,開,二,全清,古,咸,,,,,,,,,,,
嵩,Tung,tuŋ1,平聲,sōng,通,平,東,心,合,三,全清,息,弓,,,,,,,,,,,
幌,Hoảng,hwan:ŋ3,問聲,huǎng,宕,上,蕩,匣,合,一,全濁,胡,廣,,,,,,,,,,,
幕,Mạc,ma:k8,重入,mù,宕,入,鐸,明,開,一,次濁,慕,各,,,,,,,,,,,
幹,Cán,ka:n5,銳聲,gàn,山,去,翰,見,開,一,全清,古,案,,,,,,,,,,,
廈,Hạ,ha:6,重聲,shà,假,上,馬,匣,開,二,全濁,胡,雅,,,,,,,,,,,
廉,Liêm,liem1,平聲,lián,咸,平,鹽,來,開,三,次濁,力,鹽,,,,,,,,,,,
